,video,trex_trial,idtracker_trial,trex_id,idtracker_id
2187,video_example_100fish_1min,release_4,2,11,11
2188,video_example_100fish_1min,release_4,2,10,10
2189,video_example_100fish_1min,release_4,2,45,45
2190,video_example_100fish_1min,release_4,2,75,75
2191,video_example_100fish_1min,release_4,2,71,71
2192,video_example_100fish_1min,release_4,2,52,52
2193,video_example_100fish_1min,release_4,2,93,93
2194,video_example_100fish_1min,release_4,2,95,95
2195,video_example_100fish_1min,release_4,2,26,26
2196,video_example_100fish_1min,release_4,2,43,43
2197,video_example_100fish_1min,release_4,2,65,65
2198,video_example_100fish_1min,release_4,2,8,8
2199,video_example_100fish_1min,release_4,2,46,46
2200,video_example_100fish_1min,release_4,2,57,57
2201,video_example_100fish_1min,release_4,2,20,20
2202,video_example_100fish_1min,release_4,2,98,98
2203,video_example_100fish_1min,release_4,2,32,32
2204,video_example_100fish_1min,release_4,2,48,48
2205,video_example_100fish_1min,release_4,2,78,78
2206,video_example_100fish_1min,release_4,2,76,76
2207,video_example_100fish_1min,release_4,2,9,9
2208,video_example_100fish_1min,release_4,2,81,81
2209,video_example_100fish_1min,release_4,2,87,87
2210,video_example_100fish_1min,release_4,2,25,25
2211,video_example_100fish_1min,release_4,2,29,29
2212,video_example_100fish_1min,release_4,2,53,53
2213,video_example_100fish_1min,release_4,2,85,85
2214,video_example_100fish_1min,release_4,2,7,7
2215,video_example_100fish_1min,release_4,2,62,62
2216,video_example_100fish_1min,release_4,2,30,30
2217,video_example_100fish_1min,release_4,2,59,59
2218,video_example_100fish_1min,release_4,2,80,80
2219,video_example_100fish_1min,release_4,2,84,84
2220,video_example_100fish_1min,release_4,2,47,47
2221,video_example_100fish_1min,release_4,2,99,99
2222,video_example_100fish_1min,release_4,2,6,6
2223,video_example_100fish_1min,release_4,2,54,54
2224,video_example_100fish_1min,release_4,2,31,31
2225,video_example_100fish_1min,release_4,2,38,38
2226,video_example_100fish_1min,release_4,2,28,28
2227,video_example_100fish_1min,release_4,2,5,5
2228,video_example_100fish_1min,release_4,2,89,89
2229,video_example_100fish_1min,release_4,2,33,33
2230,video_example_100fish_1min,release_4,2,4,4
2231,video_example_100fish_1min,release_4,2,3,3
2232,video_example_100fish_1min,release_4,2,39,39
2233,video_example_100fish_1min,release_4,2,2,2
2234,video_example_100fish_1min,release_4,2,50,50
2235,video_example_100fish_1min,release_4,2,37,37
2236,video_example_100fish_1min,release_4,2,60,60
2237,video_example_100fish_1min,release_4,2,58,58
2238,video_example_100fish_1min,release_4,2,24,24
2239,video_example_100fish_1min,release_4,2,79,79
2240,video_example_100fish_1min,release_4,2,56,56
2241,video_example_100fish_1min,release_4,2,68,68
2242,video_example_100fish_1min,release_4,2,67,67
2243,video_example_100fish_1min,release_4,2,94,94
2244,video_example_100fish_1min,release_4,2,19,19
2245,video_example_100fish_1min,release_4,2,23,23
2246,video_example_100fish_1min,release_4,2,72,72
2247,video_example_100fish_1min,release_4,2,49,49
2248,video_example_100fish_1min,release_4,2,51,51
2249,video_example_100fish_1min,release_4,2,69,69
2250,video_example_100fish_1min,release_4,2,42,42
2251,video_example_100fish_1min,release_4,2,63,63
2252,video_example_100fish_1min,release_4,2,27,27
2253,video_example_100fish_1min,release_4,2,55,55
2254,video_example_100fish_1min,release_4,2,40,40
2255,video_example_100fish_1min,release_4,2,90,90
2256,video_example_100fish_1min,release_4,2,70,70
2257,video_example_100fish_1min,release_4,2,1,1
2258,video_example_100fish_1min,release_4,2,74,74
2259,video_example_100fish_1min,release_4,2,64,64
2260,video_example_100fish_1min,release_4,2,92,92
2261,video_example_100fish_1min,release_4,2,61,61
2262,video_example_100fish_1min,release_4,2,91,91
2263,video_example_100fish_1min,release_4,2,0,0
2264,video_example_100fish_1min,release_4,2,35,35
2265,video_example_100fish_1min,release_4,2,44,44
2266,video_example_100fish_1min,release_4,2,22,22
2267,video_example_100fish_1min,release_4,2,86,86
2268,guppy_8_t46_d1_20191207_102508,release_4,2,7,7
2269,guppy_8_t46_d1_20191207_102508,release_4,2,0,0
2270,guppy_8_t46_d1_20191207_102508,release_4,2,6,6
2271,guppy_8_t46_d1_20191207_102508,release_4,2,1,1
2272,guppy_8_t46_d1_20191207_102508,release_4,2,4,4
2273,guppy_8_t46_d1_20191207_102508,release_4,2,5,5
2274,guppy_8_t46_d1_20191207_102508,release_4,2,2,2
2275,guppy_8_t46_d1_20191207_102508,release_4,2,3,3
2276,guppy_8_t20_d1_20190512_115801,release_4,2,1,1
2277,guppy_8_t20_d1_20190512_115801,release_4,2,2,2
2278,guppy_8_t20_d1_20190512_115801,release_4,2,6,6
2279,guppy_8_t20_d1_20190512_115801,release_4,2,3,3
2280,guppy_8_t20_d1_20190512_115801,release_4,2,0,0
2281,guppy_8_t20_d1_20190512_115801,release_4,2,5,5
2282,guppy_8_t20_d1_20190512_115801,release_4,2,4,4
2283,guppy_8_t20_d1_20190512_115801,release_4,2,7,7
2284,flies_N59,release_4,2,45,45
2285,flies_N59,release_4,2,22,22
2286,flies_N59,release_4,2,13,13
2287,flies_N59,release_4,2,12,12
2288,flies_N59,release_4,2,17,17
2289,flies_N59,release_4,2,11,11
2290,flies_N59,release_4,2,15,15
2291,flies_N59,release_4,2,50,50
2292,flies_N59,release_4,2,48,48
2293,flies_N59,release_4,2,14,14
2294,flies_N59,release_4,2,31,31
2295,flies_N59,release_4,2,46,46
2296,flies_N59,release_4,2,27,27
2297,flies_N59,release_4,2,10,10
2298,flies_N59,release_4,2,9,9
2299,flies_N59,release_4,2,16,16
2300,flies_N59,release_4,2,8,8
2301,flies_N59,release_4,2,44,44
2302,flies_N59,release_4,2,7,7
2303,flies_N59,release_4,2,28,28
2304,flies_N59,release_4,2,53,53
2305,flies_N59,release_4,2,29,29
2306,flies_N59,release_4,2,23,23
2307,flies_N59,release_4,2,49,49
2308,flies_N59,release_4,2,39,39
2309,flies_N59,release_4,2,33,33
2310,flies_N59,release_4,2,24,24
2311,flies_N59,release_4,2,20,20
2312,flies_N59,release_4,2,36,36
2313,flies_N59,release_4,2,21,21
2314,flies_N59,release_4,2,58,58
2315,flies_N59,release_4,2,43,43
2316,flies_N59,release_4,2,6,6
2317,flies_N59,release_4,2,40,40
2318,flies_N59,release_4,2,51,51
2319,flies_N59,release_4,2,26,26
2320,flies_N59,release_4,2,25,25
2321,flies_N59,release_4,2,5,5
2322,flies_N59,release_4,2,32,32
2323,flies_N59,release_4,2,4,4
2324,flies_N59,release_4,2,3,3
2325,flies_N59,release_4,2,41,41
2326,flies_N59,release_4,2,38,38
2327,flies_N59,release_4,2,2,2
2328,flies_N59,release_4,2,54,54
2329,flies_N59,release_4,2,35,35
2330,flies_N59,release_4,2,47,47
2331,flies_N59,release_4,2,57,57
2332,flies_N59,release_4,2,1,1
2333,flies_N59,release_4,2,37,37
2334,flies_N59,release_4,2,55,55
2335,flies_N59,release_4,2,30,30
2336,flies_N59,release_4,2,42,42
2337,flies_N59,release_4,2,34,34
2338,flies_N59,release_4,2,19,19
2339,flies_N59,release_4,2,0,0
2340,flies_N59,release_4,2,18,18
2341,flies_N59,release_4,2,52,52
2342,flies_N59,release_4,2,56,56
2343,group_1,release_4,3,8,8
2344,group_1,release_4,3,1,1
2345,group_1,release_4,3,5,5
2346,group_1,release_4,3,3,3
2347,group_1,release_4,3,6,6
2348,group_1,release_4,3,7,7
2349,group_1,release_4,3,9,9
2350,group_1,release_4,3,2,2
2351,group_1,release_4,3,4,4
2352,group_1,release_4,3,0,0
2353,group_2,release_4,3,8,8
2354,group_2,release_4,3,4,4
2355,group_2,release_4,3,9,9
2356,group_2,release_4,3,7,7
2357,group_2,release_4,3,6,6
2358,group_2,release_4,3,1,1
2359,group_2,release_4,3,0,0
2360,group_2,release_4,3,3,3
2361,group_2,release_4,3,5,5
2362,group_2,release_4,3,2,2
2363,group_3,release_4,3,8,8
2364,group_3,release_4,3,4,4
2365,group_3,release_4,3,1,1
2366,group_3,release_4,3,9,9
2367,group_3,release_4,3,7,7
2368,group_3,release_4,3,3,3
2369,group_3,release_4,3,6,6
2370,group_3,release_4,3,0,0
2371,group_3,release_4,3,2,2
2372,group_3,release_4,3,5,5
2373,guppy_8_t36_d15_20191212_085800,release_4,3,7,7
2374,guppy_8_t36_d15_20191212_085800,release_4,3,1,1
2375,guppy_8_t36_d15_20191212_085800,release_4,3,5,5
2376,guppy_8_t36_d15_20191212_085800,release_4,3,0,0
2377,guppy_8_t36_d15_20191212_085800,release_4,3,2,2
2378,guppy_8_t36_d15_20191212_085800,release_4,3,4,4
2379,guppy_8_t36_d15_20191212_085800,release_4,3,3,3
2380,guppy_8_t36_d15_20191212_085800,release_4,3,6,6
2381,video_example_100fish_1min,release_4,3,73,73
2382,video_example_100fish_1min,release_4,3,34,34
2383,video_example_100fish_1min,release_4,3,77,77
2384,video_example_100fish_1min,release_4,3,88,88
2385,video_example_100fish_1min,release_4,3,66,66
2386,video_example_100fish_1min,release_4,3,96,96
2387,video_example_100fish_1min,release_4,3,41,41
2388,video_example_100fish_1min,release_4,3,18,18
2389,video_example_100fish_1min,release_4,3,97,97
2390,video_example_100fish_1min,release_4,3,36,36
2391,video_example_100fish_1min,release_4,3,17,17
2392,video_example_100fish_1min,release_4,3,16,16
2393,video_example_100fish_1min,release_4,3,82,82
2394,video_example_100fish_1min,release_4,3,15,15
2395,video_example_100fish_1min,release_4,3,14,14
2396,video_example_100fish_1min,release_4,3,83,83
2397,video_example_100fish_1min,release_4,3,13,13
2398,video_example_100fish_1min,release_4,3,21,21
2399,video_example_100fish_1min,release_4,3,12,12
2400,video_example_100fish_1min,release_4,3,11,11
2401,video_example_100fish_1min,release_4,3,10,10
2402,video_example_100fish_1min,release_4,3,45,45
2403,video_example_100fish_1min,release_4,3,75,75
2404,video_example_100fish_1min,release_4,3,71,71
2405,video_example_100fish_1min,release_4,3,52,52
2406,video_example_100fish_1min,release_4,3,93,93
2407,video_example_100fish_1min,release_4,3,95,95
2408,video_example_100fish_1min,release_4,3,26,26
2409,video_example_100fish_1min,release_4,3,43,43
2410,video_example_100fish_1min,release_4,3,65,65
2411,video_example_100fish_1min,release_4,3,8,8
2412,video_example_100fish_1min,release_4,3,46,46
2413,video_example_100fish_1min,release_4,3,57,57
2414,video_example_100fish_1min,release_4,3,20,20
2415,video_example_100fish_1min,release_4,3,98,98
2416,video_example_100fish_1min,release_4,3,32,32
2417,video_example_100fish_1min,release_4,3,48,48
2418,video_example_100fish_1min,release_4,3,78,78
2419,video_example_100fish_1min,release_4,3,76,76
2420,video_example_100fish_1min,release_4,3,9,9
2421,video_example_100fish_1min,release_4,3,81,81
2422,video_example_100fish_1min,release_4,3,87,87
2423,video_example_100fish_1min,release_4,3,25,25
2424,video_example_100fish_1min,release_4,3,29,29
2425,video_example_100fish_1min,release_4,3,53,53
2426,video_example_100fish_1min,release_4,3,85,85
2427,video_example_100fish_1min,release_4,3,7,7
2428,video_example_100fish_1min,release_4,3,62,62
2429,video_example_100fish_1min,release_4,3,30,30
2430,video_example_100fish_1min,release_4,3,59,59
2431,video_example_100fish_1min,release_4,3,80,80
2432,video_example_100fish_1min,release_4,3,84,84
2433,video_example_100fish_1min,release_4,3,47,47
2434,video_example_100fish_1min,release_4,3,99,99
2435,video_example_100fish_1min,release_4,3,6,6
2436,video_example_100fish_1min,release_4,3,54,54
2437,video_example_100fish_1min,release_4,3,31,31
2438,video_example_100fish_1min,release_4,3,38,38
2439,video_example_100fish_1min,release_4,3,28,28
2440,video_example_100fish_1min,release_4,3,5,5
2441,video_example_100fish_1min,release_4,3,89,89
2442,video_example_100fish_1min,release_4,3,33,33
2443,video_example_100fish_1min,release_4,3,4,4
2444,video_example_100fish_1min,release_4,3,3,3
2445,video_example_100fish_1min,release_4,3,39,39
2446,video_example_100fish_1min,release_4,3,2,2
2447,video_example_100fish_1min,release_4,3,50,50
2448,video_example_100fish_1min,release_4,3,37,37
2449,video_example_100fish_1min,release_4,3,60,60
2450,video_example_100fish_1min,release_4,3,58,58
2451,video_example_100fish_1min,release_4,3,24,24
2452,video_example_100fish_1min,release_4,3,79,79
2453,video_example_100fish_1min,release_4,3,56,56
2454,video_example_100fish_1min,release_4,3,68,68
2455,video_example_100fish_1min,release_4,3,67,67
2456,video_example_100fish_1min,release_4,3,94,94
2457,video_example_100fish_1min,release_4,3,19,19
2458,video_example_100fish_1min,release_4,3,23,23
2459,video_example_100fish_1min,release_4,3,72,72
2460,video_example_100fish_1min,release_4,3,49,49
2461,video_example_100fish_1min,release_4,3,51,51
2462,video_example_100fish_1min,release_4,3,69,69
2463,video_example_100fish_1min,release_4,3,42,42
2464,video_example_100fish_1min,release_4,3,63,63
2465,video_example_100fish_1min,release_4,3,27,27
2466,video_example_100fish_1min,release_4,3,55,55
2467,video_example_100fish_1min,release_4,3,40,40
2468,video_example_100fish_1min,release_4,3,90,90
2469,video_example_100fish_1min,release_4,3,70,70
2470,video_example_100fish_1min,release_4,3,1,1
2471,video_example_100fish_1min,release_4,3,74,74
2472,video_example_100fish_1min,release_4,3,64,64
2473,video_example_100fish_1min,release_4,3,92,92
2474,video_example_100fish_1min,release_4,3,61,61
2475,video_example_100fish_1min,release_4,3,91,91
2476,video_example_100fish_1min,release_4,3,0,0
2477,video_example_100fish_1min,release_4,3,35,35
2478,video_example_100fish_1min,release_4,3,44,44
2479,video_example_100fish_1min,release_4,3,22,22
2480,video_example_100fish_1min,release_4,3,86,86
2481,guppy_8_t46_d1_20191207_102508,release_4,3,7,7
2482,guppy_8_t46_d1_20191207_102508,release_4,3,2,2
2483,guppy_8_t46_d1_20191207_102508,release_4,3,6,6
2484,guppy_8_t46_d1_20191207_102508,release_4,3,0,0
2485,guppy_8_t46_d1_20191207_102508,release_4,3,4,4
2486,guppy_8_t46_d1_20191207_102508,release_4,3,5,5
2487,guppy_8_t46_d1_20191207_102508,release_4,3,1,1
2488,guppy_8_t46_d1_20191207_102508,release_4,3,3,3
2489,guppy_8_t20_d1_20190512_115801,release_4,3,1,1
2490,guppy_8_t20_d1_20190512_115801,release_4,3,2,2
2491,guppy_8_t20_d1_20190512_115801,release_4,3,6,6
2492,guppy_8_t20_d1_20190512_115801,release_4,3,3,3
2493,guppy_8_t20_d1_20190512_115801,release_4,3,0,0
2494,guppy_8_t20_d1_20190512_115801,release_4,3,5,5
2495,guppy_8_t20_d1_20190512_115801,release_4,3,4,4
2496,guppy_8_t20_d1_20190512_115801,release_4,3,7,7
2497,flies_N59,release_4,3,43,43
2498,flies_N59,release_4,3,22,22
2499,flies_N59,release_4,3,13,13
2500,flies_N59,release_4,3,12,12
2501,flies_N59,release_4,3,17,17
2502,flies_N59,release_4,3,11,11
2503,flies_N59,release_4,3,15,15
2504,flies_N59,release_4,3,48,48
2505,flies_N59,release_4,3,46,46
2506,flies_N59,release_4,3,14,14
2507,flies_N59,release_4,3,29,29
2508,flies_N59,release_4,3,44,44
2509,flies_N59,release_4,3,58,58
2510,flies_N59,release_4,3,10,10
2511,flies_N59,release_4,3,9,9
2512,flies_N59,release_4,3,16,16
2513,flies_N59,release_4,3,8,8
2514,flies_N59,release_4,3,42,42
2515,flies_N59,release_4,3,7,7
2516,flies_N59,release_4,3,27,27
2517,flies_N59,release_4,3,51,51
2518,flies_N59,release_4,3,28,28
2519,flies_N59,release_4,3,23,23
2520,flies_N59,release_4,3,47,47
2521,flies_N59,release_4,3,38,38
2522,flies_N59,release_4,3,31,31
2523,flies_N59,release_4,3,24,24
2524,flies_N59,release_4,3,20,20
2525,flies_N59,release_4,3,34,34
2526,flies_N59,release_4,3,21,21
2527,flies_N59,release_4,3,56,56
2528,flies_N59,release_4,3,57,57
2529,flies_N59,release_4,3,6,6
2530,flies_N59,release_4,3,39,39
2531,flies_N59,release_4,3,49,49
2532,flies_N59,release_4,3,26,26
2533,flies_N59,release_4,3,25,25
2534,flies_N59,release_4,3,5,5
2535,flies_N59,release_4,3,30,30
2536,flies_N59,release_4,3,4,4
2537,flies_N59,release_4,3,3,3
2538,flies_N59,release_4,3,40,40
2539,flies_N59,release_4,3,35,35
2540,flies_N59,release_4,3,2,2
2541,flies_N59,release_4,3,52,52
2542,flies_N59,release_4,3,33,33
2543,flies_N59,release_4,3,45,45
2544,flies_N59,release_4,3,55,55
2545,flies_N59,release_4,3,1,1
2546,flies_N59,release_4,3,36,36
2547,flies_N59,release_4,3,53,53
2548,flies_N59,release_4,3,37,37
2549,flies_N59,release_4,3,41,41
2550,flies_N59,release_4,3,32,32
2551,flies_N59,release_4,3,19,19
2552,flies_N59,release_4,3,0,0
2553,flies_N59,release_4,3,18,18
2554,flies_N59,release_4,3,50,50
2555,flies_N59,release_4,3,54,54
2556,group_1,release_5,1,8,8
2557,group_1,release_5,1,1,1
2558,group_1,release_5,1,5,5
2559,group_1,release_5,1,3,3
2560,group_1,release_5,1,6,6
2561,group_1,release_5,1,7,7
2562,group_1,release_5,1,9,9
2563,group_1,release_5,1,2,2
2564,group_1,release_5,1,4,4
2565,group_1,release_5,1,0,0
2566,group_2,release_5,1,8,8
2567,group_2,release_5,1,4,4
2568,group_2,release_5,1,9,9
2569,group_2,release_5,1,7,7
2570,group_2,release_5,1,6,6
2571,group_2,release_5,1,1,1
2572,group_2,release_5,1,0,0
2573,group_2,release_5,1,3,3
2574,group_2,release_5,1,5,5
2575,group_2,release_5,1,2,2
2576,group_3,release_5,1,8,8
2577,group_3,release_5,1,4,4
2578,group_3,release_5,1,1,1
2579,group_3,release_5,1,9,9
2580,group_3,release_5,1,7,7
2581,group_3,release_5,1,3,3
2582,group_3,release_5,1,6,6
2583,group_3,release_5,1,0,0
2584,group_3,release_5,1,2,2
2585,group_3,release_5,1,5,5
2586,guppy_8_t36_d15_20191212_085800,release_5,1,7,7
2587,guppy_8_t36_d15_20191212_085800,release_5,1,1,1
2588,guppy_8_t36_d15_20191212_085800,release_5,1,5,5
2589,guppy_8_t36_d15_20191212_085800,release_5,1,0,0
2590,guppy_8_t36_d15_20191212_085800,release_5,1,2,2
2591,guppy_8_t36_d15_20191212_085800,release_5,1,4,4
2592,guppy_8_t36_d15_20191212_085800,release_5,1,3,3
2593,guppy_8_t36_d15_20191212_085800,release_5,1,6,6
2594,video_example_100fish_1min,release_5,1,73,73
2595,video_example_100fish_1min,release_5,1,34,34
2596,video_example_100fish_1min,release_5,1,77,77
2597,video_example_100fish_1min,release_5,1,88,88
2598,video_example_100fish_1min,release_5,1,66,66
2599,video_example_100fish_1min,release_5,1,97,97
2600,video_example_100fish_1min,release_5,1,41,41
2601,video_example_100fish_1min,release_5,1,18,18
2602,video_example_100fish_1min,release_5,1,96,96
2603,video_example_100fish_1min,release_5,1,36,36
2604,video_example_100fish_1min,release_5,1,17,17
2605,video_example_100fish_1min,release_5,1,16,16
2606,video_example_100fish_1min,release_5,1,82,82
2607,video_example_100fish_1min,release_5,1,15,15
2608,video_example_100fish_1min,release_5,1,14,14
2609,video_example_100fish_1min,release_5,1,83,83
2610,video_example_100fish_1min,release_5,1,13,13
2611,video_example_100fish_1min,release_5,1,21,21
2612,video_example_100fish_1min,release_5,1,12,12
2613,video_example_100fish_1min,release_5,1,11,11
2614,video_example_100fish_1min,release_5,1,10,10
2615,video_example_100fish_1min,release_5,1,45,45
2616,video_example_100fish_1min,release_5,1,75,75
2617,video_example_100fish_1min,release_5,1,71,71
2618,video_example_100fish_1min,release_5,1,52,52
2619,video_example_100fish_1min,release_5,1,93,93
2620,video_example_100fish_1min,release_5,1,95,95
2621,video_example_100fish_1min,release_5,1,26,26
2622,video_example_100fish_1min,release_5,1,43,43
2623,video_example_100fish_1min,release_5,1,65,65
2624,video_example_100fish_1min,release_5,1,8,8
2625,video_example_100fish_1min,release_5,1,46,46
2626,video_example_100fish_1min,release_5,1,57,57
2627,video_example_100fish_1min,release_5,1,20,20
2628,video_example_100fish_1min,release_5,1,98,98
2629,video_example_100fish_1min,release_5,1,32,32
2630,video_example_100fish_1min,release_5,1,48,48
2631,video_example_100fish_1min,release_5,1,78,78
2632,video_example_100fish_1min,release_5,1,76,76
2633,video_example_100fish_1min,release_5,1,9,9
2634,video_example_100fish_1min,release_5,1,81,81
2635,video_example_100fish_1min,release_5,1,87,87
2636,video_example_100fish_1min,release_5,1,25,25
2637,video_example_100fish_1min,release_5,1,29,29
2638,video_example_100fish_1min,release_5,1,53,53
2639,video_example_100fish_1min,release_5,1,85,85
2640,video_example_100fish_1min,release_5,1,7,7
2641,video_example_100fish_1min,release_5,1,62,62
2642,video_example_100fish_1min,release_5,1,30,30
2643,video_example_100fish_1min,release_5,1,59,59
2644,video_example_100fish_1min,release_5,1,80,80
2645,video_example_100fish_1min,release_5,1,84,84
2646,video_example_100fish_1min,release_5,1,47,47
2647,video_example_100fish_1min,release_5,1,99,99
2648,video_example_100fish_1min,release_5,1,6,6
2649,video_example_100fish_1min,release_5,1,54,54
2650,video_example_100fish_1min,release_5,1,31,31
2651,video_example_100fish_1min,release_5,1,38,38
2652,video_example_100fish_1min,release_5,1,28,28
2653,video_example_100fish_1min,release_5,1,5,5
2654,video_example_100fish_1min,release_5,1,89,89
2655,video_example_100fish_1min,release_5,1,33,33
2656,video_example_100fish_1min,release_5,1,4,4
2657,video_example_100fish_1min,release_5,1,3,3
2658,video_example_100fish_1min,release_5,1,39,39
2659,video_example_100fish_1min,release_5,1,2,2
2660,video_example_100fish_1min,release_5,1,50,50
2661,video_example_100fish_1min,release_5,1,37,37
2662,video_example_100fish_1min,release_5,1,60,60
2663,video_example_100fish_1min,release_5,1,58,58
2664,video_example_100fish_1min,release_5,1,24,24
2665,video_example_100fish_1min,release_5,1,79,79
2666,video_example_100fish_1min,release_5,1,56,56
2667,video_example_100fish_1min,release_5,1,68,68
2668,video_example_100fish_1min,release_5,1,67,67
2669,video_example_100fish_1min,release_5,1,94,94
2670,video_example_100fish_1min,release_5,1,19,19
2671,video_example_100fish_1min,release_5,1,23,23
2672,video_example_100fish_1min,release_5,1,72,72
2673,video_example_100fish_1min,release_5,1,49,49
2674,video_example_100fish_1min,release_5,1,51,51
2675,video_example_100fish_1min,release_5,1,69,69
2676,video_example_100fish_1min,release_5,1,42,42
2677,video_example_100fish_1min,release_5,1,63,63
2678,video_example_100fish_1min,release_5,1,27,27
2679,video_example_100fish_1min,release_5,1,55,55
2680,video_example_100fish_1min,release_5,1,40,40
2681,video_example_100fish_1min,release_5,1,90,90
2682,video_example_100fish_1min,release_5,1,70,70
2683,video_example_100fish_1min,release_5,1,1,1
2684,video_example_100fish_1min,release_5,1,74,74
2685,video_example_100fish_1min,release_5,1,64,64
2686,video_example_100fish_1min,release_5,1,92,92
2687,video_example_100fish_1min,release_5,1,61,61
2688,video_example_100fish_1min,release_5,1,91,91
2689,video_example_100fish_1min,release_5,1,0,0
2690,video_example_100fish_1min,release_5,1,35,35
2691,video_example_100fish_1min,release_5,1,44,44
2692,video_example_100fish_1min,release_5,1,22,22
2693,video_example_100fish_1min,release_5,1,86,86
2694,guppy_8_t46_d1_20191207_102508,release_5,1,7,7
2695,guppy_8_t46_d1_20191207_102508,release_5,1,2,2
2696,guppy_8_t46_d1_20191207_102508,release_5,1,6,6
2697,guppy_8_t46_d1_20191207_102508,release_5,1,0,0
2698,guppy_8_t46_d1_20191207_102508,release_5,1,4,4
2699,guppy_8_t46_d1_20191207_102508,release_5,1,5,5
2700,guppy_8_t46_d1_20191207_102508,release_5,1,1,1
2701,guppy_8_t46_d1_20191207_102508,release_5,1,3,3
2702,guppy_8_t20_d1_20190512_115801,release_5,1,1,1
2703,guppy_8_t20_d1_20190512_115801,release_5,1,2,2
2704,guppy_8_t20_d1_20190512_115801,release_5,1,6,6
2705,guppy_8_t20_d1_20190512_115801,release_5,1,3,3
2706,guppy_8_t20_d1_20190512_115801,release_5,1,0,0
2707,guppy_8_t20_d1_20190512_115801,release_5,1,5,5
2708,guppy_8_t20_d1_20190512_115801,release_5,1,4,4
2709,guppy_8_t20_d1_20190512_115801,release_5,1,7,7
2710,flies_N59,release_5,1,52,52
2711,flies_N59,release_5,1,25,25
2712,flies_N59,release_5,1,13,13
2713,flies_N59,release_5,1,12,12
2714,flies_N59,release_5,1,17,17
2715,flies_N59,release_5,1,11,11
2716,flies_N59,release_5,1,15,15
2717,flies_N59,release_5,1,58,58
2718,flies_N59,release_5,1,56,56
2719,flies_N59,release_5,1,14,14
2720,flies_N59,release_5,1,33,33
2721,flies_N59,release_5,1,53,53
2722,flies_N59,release_5,1,30,30
2723,flies_N59,release_5,1,10,10
2724,flies_N59,release_5,1,9,9
2725,flies_N59,release_5,1,16,16
2726,flies_N59,release_5,1,8,8
2727,flies_N59,release_5,1,51,51
2728,flies_N59,release_5,1,7,7
2729,flies_N59,release_5,1,31,31
2730,flies_N59,release_5,1,47,47
2731,flies_N59,release_5,1,32,32
2732,flies_N59,release_5,1,26,26
2733,flies_N59,release_5,1,57,57
2734,flies_N59,release_5,1,42,42
2735,flies_N59,release_5,1,35,35
2736,flies_N59,release_5,1,27,27
2737,flies_N59,release_5,1,20,20
2738,flies_N59,release_5,1,38,38
2739,flies_N59,release_5,1,21,21
2740,flies_N59,release_5,1,46,46
2741,flies_N59,release_5,1,49,49
2742,flies_N59,release_5,1,6,6
2743,flies_N59,release_5,1,44,44
2744,flies_N59,release_5,1,24,24
2745,flies_N59,release_5,1,29,29
2746,flies_N59,release_5,1,28,28
2747,flies_N59,release_5,1,5,5
2748,flies_N59,release_5,1,34,34
2749,flies_N59,release_5,1,23,23
2750,flies_N59,release_5,1,4,4
2751,flies_N59,release_5,1,45,45
2752,flies_N59,release_5,1,39,39
2753,flies_N59,release_5,1,3,3
2754,flies_N59,release_5,1,2,2
2755,flies_N59,release_5,1,37,37
2756,flies_N59,release_5,1,55,55
2757,flies_N59,release_5,1,43,43
2758,flies_N59,release_5,1,1,1
2759,flies_N59,release_5,1,40,40
2760,flies_N59,release_5,1,22,22
2761,flies_N59,release_5,1,41,41
2762,flies_N59,release_5,1,48,48
2763,flies_N59,release_5,1,36,36
2764,flies_N59,release_5,1,19,19
2765,flies_N59,release_5,1,0,0
2766,flies_N59,release_5,1,18,18
2767,flies_N59,release_5,1,54,54
2768,flies_N59,release_5,1,50,50
2769,group_1,release_5,2,8,8
2770,group_1,release_5,2,1,1
2771,group_1,release_5,2,5,5
2772,group_1,release_5,2,3,3
2773,group_1,release_5,2,6,6
2774,group_1,release_5,2,7,7
2775,group_1,release_5,2,9,9
2776,group_1,release_5,2,2,2
2777,group_1,release_5,2,4,4
2778,group_1,release_5,2,0,0
2779,group_2,release_5,2,8,8
2780,group_2,release_5,2,4,4
2781,group_2,release_5,2,9,9
2782,group_2,release_5,2,7,7
2783,group_2,release_5,2,6,6
2784,group_2,release_5,2,1,1
2785,group_2,release_5,2,0,0
2786,group_2,release_5,2,3,3
2787,group_2,release_5,2,5,5
2788,group_2,release_5,2,2,2
2789,group_3,release_5,2,8,8
2790,group_3,release_5,2,4,4
2791,group_3,release_5,2,1,1
2792,group_3,release_5,2,9,9
2793,group_3,release_5,2,7,7
2794,group_3,release_5,2,3,3
2795,group_3,release_5,2,6,6
2796,group_3,release_5,2,0,0
2797,group_3,release_5,2,2,2
2798,group_3,release_5,2,5,5
2799,guppy_8_t36_d15_20191212_085800,release_5,2,7,7
2800,guppy_8_t36_d15_20191212_085800,release_5,2,1,1
2801,guppy_8_t36_d15_20191212_085800,release_5,2,5,5
2802,guppy_8_t36_d15_20191212_085800,release_5,2,0,0
2803,guppy_8_t36_d15_20191212_085800,release_5,2,2,2
2804,guppy_8_t36_d15_20191212_085800,release_5,2,4,4
2805,guppy_8_t36_d15_20191212_085800,release_5,2,3,3
2806,guppy_8_t36_d15_20191212_085800,release_5,2,6,6
2807,video_example_100fish_1min,release_5,2,73,73
